,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,tip_disp_x,tip_disp_y,bend_angle
0,0.0,0.0,0.0,23.0,40.0,653.0,643.0,607.5245989108582,243.83690752126597,585.9949062061386,400.8870043936789,-21.629272530681078,157.06180163110662,-0.13685108347122324
1,0.030029296875,0.0,0.0,23.0,40.0,654.0,642.0,607.57818207074,243.8350163552457,586.0471063243492,400.93505872644806,-21.577072412470443,157.10985596387576,-0.13648365906678894
2,0.06005859375,0.0,0.0,23.0,41.0,648.0,642.0,607.6067380158479,243.79905827297063,586.0557678228863,400.83658616625917,-21.56841091393335,157.01138340368686,-0.1365140545642797
3,0.090087890625,0.0,0.0,23.0,40.0,654.0,644.0,607.6221772272394,243.75297855599166,586.0557678228863,400.83658616625917,-21.56841091393335,157.01138340368686,-0.1365140545642797
4,0.1199951171875,41.0,41.0,23.0,40.0,648.0,643.0,607.5742675012273,243.74766444743148,586.0557678228863,400.83658616625917,-21.56841091393335,157.01138340368686,-0.1365140545642797
5,0.1500244140625,41.0,41.0,23.0,41.0,651.0,644.0,607.5552477677843,243.7714211814999,586.0550935855077,401.0762492187043,-21.569085151311924,157.25104645613197,-0.13631277431760827
6,0.1800537109375,41.0,41.0,23.0,41.0,652.0,643.0,607.5552477677843,243.7714211814999,586.0550935855077,401.0762492187043,-21.569085151311924,157.25104645613197,-0.13631277431760827
7,0.2100830078125,41.0,41.0,23.0,42.0,651.0,642.0,607.6241898122822,243.72411430170254,587.3094197696342,401.5292073349276,-20.314758967185412,157.7040045723553,-0.12811025533647113
8,0.239990234375,41.0,41.0,24.0,41.0,647.0,639.0,607.5738245829174,243.75376683237255,590.1368935754425,402.72188305863097,-17.487285161377145,158.89668029605866,-0.10961331556670639
9,0.27001953125,41.0,41.0,23.0,41.0,647.0,638.0,607.6215127137002,243.7638394356384,593.4718844320599,403.8819788464033,-14.152294304759721,160.05677608383098,-0.08819110929427819
10,0.300048828125,41.0,41.0,24.0,41.0,648.0,638.0,607.5738245829174,243.75376683237255,594.9118407076535,404.4121149107601,-12.712338029166176,160.58691214818782,-0.07899699274469309
11,0.330078125,41.0,41.0,23.0,41.0,639.0,635.0,607.5191857647708,243.86619851502198,595.047453319599,404.5557002619288,-12.5767254172207,160.7304974993565,-0.07808817813164383
12,0.3599853515625,41.0,41.0,23.0,42.0,641.0,629.0,607.6716894049385,243.73394618517517,595.6035369703218,404.6642944342022,-12.020641766497874,160.8390916716299,-0.0745983790535274
13,0.3900146484375,41.0,41.0,23.0,41.0,641.0,632.0,607.5938009753042,243.90961875556297,597.3383475408173,405.1945990730512,-10.285831196002391,161.36939631047892,-0.06365478944399787
14,0.4200439453125,41.0,41.0,23.0,41.0,639.0,630.0,607.5669541600065,243.8768607040067,599.088411601192,405.70506454832565,-8.53576713562768,161.87986178575335,-0.05268023709444489
15,0.4500732421875,41.0,41.0,23.0,40.0,633.0,628.0,607.676106417156,243.75100269187408,599.3255068775386,405.7721961705719,-8.298671859281058,161.94699340799957,-0.05119835443284432
16,0.4801025390625,41.0,41.0,23.0,41.0,636.0,629.0,607.5552477677843,243.7714211814999,598.8135439080892,405.68193939008904,-8.810634828730485,161.85673662751674,-0.05438110304436341
17,0.510009765625,41.0,41.0,23.0,41.0,634.0,624.0,607.5341674165518,243.81845281483817,598.8177969706156,405.7461970446978,-8.806381766204026,161.9209942821255,-0.05433337585311481
18,0.5400390625,41.0,41.0,23.0,41.0,631.0,623.0,607.5341674165518,243.81845281483817,598.8177969706156,405.7461970446978,-8.806381766204026,161.9209942821255,-0.05433337585311481
19,0.570068359375,41.0,41.0,23.0,40.0,631.0,625.0,607.5341674165518,243.81845281483817,598.8177969706156,405.7461970446978,-8.806381766204026,161.9209942821255,-0.05433337585311481
20,0.60009765625,41.0,41.0,23.0,41.0,630.0,624.0,607.5341674165518,243.81845281483817,600.9246552555283,406.1183112252888,-6.699523481291408,162.29310846271648,-0.04125696983144278
21,0.6300048828125,41.0,41.0,23.0,32.0,627.0,620.0,607.5191857647708,243.86619851502198,600.768719864697,406.15219524932,-6.855458872122654,162.3269924867477,-0.0422073210357978
22,0.6600341796875,41.0,41.0,24.0,38.0,626.0,618.0,607.5803080266418,243.81446505736352,599.9614948002824,406.11234771281767,-7.662683936537292,162.28714495024536,-0.04718178432982593
23,0.6900634765625,41.0,41.0,23.0,40.0,629.0,619.0,607.6492676730584,243.76714524772026,599.8439924855844,406.1069917195249,-7.78018625123525,162.2817889569526,-0.04790576715417713
24,0.7200927734375,41.0,41.0,23.0,41.0,630.0,618.0,607.6286121359901,243.81364099237567,600.6688091635779,406.1544818980395,-6.955369573241796,162.32927913546717,-0.04282109710046309
25,0.75,41.0,41.0,23.0,41.0,627.0,618.0,607.5803080266418,243.81446505736352,601.4448161973024,406.43732390527396,-6.1793625395172285,162.61212114270165,-0.03798235112665572
26,0.780029296875,41.0,41.0,23.0,42.0,624.0,617.0,607.6492676730584,243.76714524772026,601.089746227822,406.24186807594117,-6.534432508997611,162.41666531336887,-0.040210838280124866
27,0.81005859375,41.0,41.0,23.0,42.0,625.0,613.0,607.5441897879143,243.9092604879534,600.4879664046233,406.2679830980547,-7.136212332196351,162.44278033548238,-0.043902393825522364
28,0.840087890625,41.0,41.0,23.0,40.0,626.0,616.0,607.5441897879143,243.9092604879534,600.4879664046233,406.2679830980547,-7.136212332196351,162.44278033548238,-0.043902393825522364
29,0.8699951171875,41.0,41.0,23.0,40.0,620.0,615.0,607.633890434765,243.812571002465,600.4553271718934,406.2960219298709,-7.168851564926285,162.4708191672986,-0.04409533128338248
30,0.9000244140625,41.0,41.0,24.0,41.0,621.0,614.0,607.612932233465,243.85982074633947,601.147818205041,406.30557311619066,-6.47636053177871,162.48037035361835,-0.03983825230088979
31,0.9300537109375,41.0,41.0,23.0,42.0,621.0,614.0,607.612932233465,243.85982074633947,601.6329892173618,406.52462047892936,-5.991189519457862,162.69941771635706,-0.03680703853549256
32,0.9600830078125,41.0,41.0,23.0,41.0,625.0,614.0,607.5988928797441,243.79680642878068,601.4523950272933,406.3385221918815,-6.17178370952638,162.5133194293092,-0.037958852795216096
33,0.989990234375,41.0,41.0,24.0,41.0,620.0,612.0,607.6692352677753,243.81175978265568,600.7553780528881,406.16982158283815,-6.868800683931568,162.34461882026585,-0.04228477934576079
