,time,left_pwm,right_pwm,left_pressure,right_pressure,left_flex,right_flex,base_pos_x,base_pos_y,tip_pos_x,tip_pos_y,tip_disp_x,tip_disp_y,bend_angle
0,0.0,0.0,0.0,23.0,41.0,656.0,641.0,607.6100552058814,243.8396412522826,586.5092324976439,401.4096701620962,-21.109467058099085,157.6326683346259,-0.13312354539649673
1,0.030029296875,0.0,0.0,23.0,40.0,654.0,641.0,607.5406525938747,243.88750125604298,586.4904062394885,401.4232624165537,-21.128293316254485,157.64626058908343,-0.13322951812092904
2,0.0599365234375,0.0,0.0,24.0,40.0,650.0,645.0,607.6153346074195,243.83857178836982,586.4904062394885,401.4232624165537,-21.128293316254485,157.64626058908343,-0.13322951812092904
3,0.0899658203125,0.0,0.0,23.0,40.0,653.0,645.0,607.561734743603,243.840459974856,586.4471255675508,401.42646659817376,-21.171573988192222,157.64946477070347,-0.13349652571876286
4,0.1199951171875,77.0,77.0,23.0,41.0,653.0,644.0,607.6492641682261,243.77549726215668,586.8549551772222,401.5722892891338,-20.763744378520755,157.7952874616635,-0.1308349122670877
5,0.1500244140625,77.0,77.0,23.0,41.0,653.0,644.0,607.6492641682261,243.77549726215668,586.8549551772222,401.5722892891338,-20.763744378520755,157.7952874616635,-0.1308349122670877
6,0.169921875,77.0,77.0,23.0,41.0,651.0,644.0,607.6492641682261,243.77549726215668,586.8549551772222,401.5722892891338,-20.763744378520755,157.7952874616635,-0.1308349122670877
7,0.2099609375,77.0,77.0,23.0,26.0,652.0,642.0,607.5406525938747,243.88750125604298,596.7366352526287,404.99172499859316,-10.882064303114248,161.21472317112287,-0.06739819897223431
8,0.239990234375,77.0,77.0,23.0,35.0,645.0,641.0,607.7012441457409,243.85956044743386,607.8665053902531,407.70362833222913,0.24780583451013172,163.92662650475884,0.0015116863625647986
9,0.27001953125,77.0,77.0,23.0,39.0,638.0,636.0,607.7012441457409,243.85956044743386,607.8665053902531,407.70362833222913,0.24780583451013172,163.92662650475884,0.0015116863625647986
10,0.2999267578125,77.0,77.0,23.0,28.0,631.0,628.0,607.668148904629,243.8149427436624,608.3332767963916,408.2103550087922,0.714577240648623,164.4333531813219,0.004345667886684189
11,0.3299560546875,77.0,77.0,23.0,30.0,622.0,621.0,607.7364173845148,243.89888378355306,609.5313239710285,408.4784244974781,1.9126244152855634,164.70142267000782,0.011612154989614432
12,0.3599853515625,77.0,77.0,23.0,32.0,622.0,617.0,607.5991732351085,243.86225255632567,613.7036116028207,409.10840651330767,6.084912047077751,165.33140468583738,0.03678772845451852
13,0.3900146484375,77.0,77.0,24.0,37.0,613.0,610.0,607.6467096772568,243.87239326753564,617.9476522713973,409.3932291787578,10.328952715654282,165.6162273512875,0.062286118689773406
14,0.419921875,77.0,77.0,23.0,39.0,607.0,602.0,607.5991732351085,243.86225255632567,619.0994697291547,409.4317898941874,11.48077017341177,165.6547880667171,0.06919474818084757
15,0.449951171875,77.0,77.0,23.0,12.0,601.0,597.0,607.5991732351085,243.86225255632567,619.0994697291547,409.4317898941874,11.48077017341177,165.6547880667171,0.06919474818084757
16,0.47998046875,77.0,77.0,23.0,29.0,596.0,592.0,607.617759766635,243.84459546644268,618.1837720131857,409.7570948786442,10.565072457442739,165.9800930511739,0.0635668902100866
17,0.510009765625,77.0,77.0,23.0,34.0,598.0,590.0,607.7216963091457,243.81284927145057,618.1837720131857,409.7570948786442,10.565072457442739,165.9800930511739,0.0635668902100866
18,0.5399169921875,77.0,77.0,23.0,39.0,594.0,586.0,607.6677168127238,243.90606288316104,620.6264121978497,409.84850527214377,13.007712642106753,166.07150344467348,0.07816638778624017
19,0.5699462890625,77.0,77.0,23.0,28.0,593.0,582.0,607.617759766635,243.84459546644268,623.4296814004282,409.821520664929,15.810981844685216,166.0445188374587,0.09493510324698184
20,0.5999755859375,77.0,77.0,23.0,35.0,588.0,581.0,607.6799755209811,243.918069188642,623.9427880777513,410.0386194585084,16.32408852200831,166.2616176310381,0.09786946450646762
21,0.6300048828125,77.0,77.0,23.0,19.0,585.0,580.0,607.668148904629,243.8149427436624,622.4546381892952,409.93920036138536,14.835938633552246,166.16219853391507,0.08904975011134347
22,0.659912109375,77.0,77.0,23.0,29.0,587.0,578.0,607.5987367728736,243.954007935747,622.0282682477164,409.9068144303293,14.40956869197339,166.129812602859,0.08652026391253764
23,0.68994140625,77.0,77.0,23.0,34.0,585.0,576.0,607.7212733995652,243.904404751429,623.9619731242287,410.03060598970114,16.343273568485756,166.25360416223086,0.09798844486854136
24,0.719970703125,77.0,77.0,23.0,30.0,585.0,575.0,607.6475059650128,243.86144310623902,626.1886832267734,409.9297115636575,18.5699836710304,166.15270973618723,0.11130264988708138
25,0.75,77.0,77.0,23.0,37.0,582.0,575.0,607.7012441457409,243.85956044743386,626.2738874097136,410.0759728204897,18.655187853970574,166.29897099301942,0.11171158049371868
26,0.780029296875,77.0,77.0,23.0,39.0,584.0,573.0,607.7012441457409,243.85956044743386,626.2738874097136,410.0759728204897,18.655187853970574,166.29897099301942,0.11171158049371868
27,0.8099365234375,77.0,77.0,22.0,40.0,579.0,572.0,607.5780782449608,243.9092980306776,624.5954140168991,410.0136080341684,16.97671446115612,166.2366062066981,0.10177098279131946
28,0.8399658203125,77.0,77.0,23.0,37.0,582.0,572.0,607.5529793954317,243.8913757714376,625.6231061820926,410.04686276711374,18.004406626349578,166.26986093964345,0.10786397124628819
29,0.8699951171875,77.0,77.0,23.0,39.0,579.0,570.0,607.5529793954317,243.8913757714376,625.6231061820926,410.04686276711374,18.004406626349578,166.26986093964345,0.10786397124628819
30,0.9000244140625,77.0,77.0,23.0,40.0,580.0,569.0,607.4976191227696,243.8306668488317,627.032190432371,410.03022168321854,19.413490876627975,166.25321985574826,0.11624417901305525
31,0.929931640625,77.0,77.0,23.0,41.0,575.0,569.0,607.5666871737712,243.8930357324969,626.9911846115716,409.9698969093527,19.372485055828633,166.19289508188243,0.11604257233547885
32,0.9599609375,77.0,77.0,23.0,41.0,575.0,568.0,607.5479878734491,243.8010101723759,625.9907131723751,410.08777870870864,18.372013616632103,166.31077688123835,0.11002187673476344
33,0.989990234375,77.0,77.0,23.0,34.0,577.0,569.0,607.5479878734491,243.8010101723759,625.9907131723751,410.08777870870864,18.372013616632103,166.31077688123835,0.11002187673476344
34,1.02001953125,77.0,77.0,23.0,37.0,576.0,569.0,607.5116972851208,243.89369526586643,626.4358824525377,410.0805454875525,18.817182896794748,166.30354366008223,0.1126704178019124
35,1.0499267578125,77.0,77.0,23.0,31.0,571.0,568.0,607.5116972851208,243.89369526586643,626.4358824525377,410.0805454875525,18.817182896794748,166.30354366008223,0.1126704178019124
36,1.0799560546875,77.0,77.0,23.0,26.0,575.0,568.0,607.5116972851208,243.89369526586643,626.4358824525377,410.0805454875525,18.817182896794748,166.30354366008223,0.1126704178019124
37,1.1099853515625,77.0,77.0,23.0,36.0,574.0,568.0,607.5116972851208,243.89369526586643,626.4358824525377,410.0805454875525,18.817182896794748,166.30354366008223,0.1126704178019124
38,1.1400146484375,77.0,77.0,23.0,15.0,572.0,564.0,607.4790403142102,243.84832502487816,626.5287850151699,410.09472123400536,18.91008545942691,166.31771940653508,0.11321238615499238
39,1.169921875,77.0,77.0,23.0,28.0,573.0,564.0,607.6015144988921,243.79891087198,626.1521524994753,410.09194057244224,18.5334529437323,166.31493874497195,0.11097802626117036
40,1.199951171875,77.0,77.0,23.0,34.0,574.0,566.0,607.6698434790592,243.77262846186557,626.7390675984898,410.1001063459567,19.120368042746804,166.32310451848642,0.11445674135060904
41,1.22998046875,77.0,77.0,23.0,38.0,572.0,565.0,607.5479878734491,243.8010101723759,628.271527917873,410.04742825694575,20.65282836212998,166.27042642947546,0.12357931589305604
42,1.260009765625,77.0,77.0,23.0,40.0,569.0,563.0,607.5326331421783,243.84644110408303,628.1036941883551,410.0164211222226,20.484994632612143,166.2394192947523,0.12260776467184331
43,1.2899169921875,77.0,77.0,23.0,24.0,574.0,562.0,607.5273543185599,243.84751025488347,626.8029920553734,410.0372345351792,19.184292499630374,166.26023270770892,0.11487909538793604
44,1.3199462890625,77.0,77.0,23.0,30.0,572.0,566.0,607.4790403142102,243.84832502487816,626.4780716135863,410.1403041962059,18.859372057843302,166.3633023687356,0.11288067339269929
45,1.3499755859375,77.0,77.0,23.0,36.0,572.0,566.0,607.6214124986531,243.84376554235627,627.0675337763311,410.09858455717944,19.448834220588083,166.32158272970915,0.11640646705612628
46,1.3800048828125,77.0,77.0,22.0,40.0,571.0,562.0,607.4976191227696,243.8306668488317,628.414342744181,409.97512856162615,20.79564318843802,166.19812673415586,0.12447867728142091
47,1.409912109375,77.0,77.0,23.0,40.0,569.0,561.0,607.5996052902249,243.8388151178811,628.2075920557307,410.09679053190666,20.588892499987764,166.31978870443638,0.12316441520654121
48,1.43994140625,77.0,77.0,23.0,40.0,574.0,560.0,607.6004550666252,243.81311972348038,627.0130685503484,410.03061608836333,19.39436899460543,166.25361426089304,0.11613043506885151
49,1.469970703125,77.0,77.0,23.0,41.0,568.0,561.0,607.6004550666252,243.81311972348038,627.0130685503484,410.03061608836333,19.39436899460543,166.25361426089304,0.11613043506885151
50,1.5,77.0,77.0,23.0,41.0,569.0,561.0,607.5799732976018,243.76837347547436,626.7033922721471,410.05275080704064,19.084692716404106,166.27574897957035,0.11427729442174905
51,1.530029296875,77.0,77.0,23.0,38.0,577.0,561.0,607.5799732976018,243.76837347547436,626.7033922721471,410.05275080704064,19.084692716404106,166.27574897957035,0.11427729442174905
52,1.5599365234375,77.0,77.0,23.0,29.0,572.0,563.0,607.6524227334794,243.7487396864795,628.6154792716205,410.04232574277876,20.99677971587755,166.26532391530847,0.1256198072176949
53,1.5899658203125,77.0,77.0,23.0,36.0,570.0,562.0,607.6727102198712,243.79388207259282,628.4452482257224,410.0055647518834,20.82654866997939,166.22856292441313,0.12463917252729231
54,1.6199951171875,77.0,77.0,24.0,39.0,568.0,559.0,607.5799732976018,243.76837347547436,627.2388935709653,410.04853624935765,19.620194015222296,166.27153442188737,0.11745776043131657
55,1.6500244140625,77.0,77.0,23.0,41.0,570.0,559.0,607.5799732976018,243.76837347547436,626.9286434687408,409.9991196468139,19.309943912997824,166.2221178193436,0.11565112965606465
56,1.679931640625,77.0,77.0,23.0,41.0,569.0,559.0,607.5799732976018,243.76837347547436,626.9286434687408,409.9991196468139,19.309943912997824,166.2221178193436,0.11565112965606465
57,1.7099609375,77.0,77.0,23.0,41.0,570.0,559.0,607.6462948381458,243.7607920582412,628.5580353096408,409.9975121009482,20.939335753897808,166.2205102734779,0.12531314371887012
58,1.739990234375,77.0,77.0,23.0,41.0,569.0,560.0,607.6462948381458,243.7607920582412,628.5580353096408,409.9975121009482,20.939335753897808,166.2205102734779,0.12531314371887012
59,1.77001953125,77.0,77.0,23.0,42.0,569.0,559.0,607.6190164165943,243.71182090912018,628.3970470136278,410.01416731848366,20.77834745788482,166.23716549101337,0.12434730518938673
60,1.7999267578125,77.0,77.0,23.0,33.0,570.0,561.0,607.5799732976018,243.76837347547436,627.4903026598382,409.99854851222136,19.871603104095243,166.22154668475108,0.11898420619051421
61,1.8299560546875,77.0,77.0,23.0,29.0,569.0,561.0,607.6572676523095,243.66779946558816,627.1158810227926,410.1159581863755,19.497181467049586,166.33895635890522,0.11668114366964771
62,1.8699951171875,77.0,77.0,23.0,35.0,573.0,560.0,607.6572676523095,243.66779946558816,627.1158810227926,410.1159581863755,19.497181467049586,166.33895635890522,0.11668114366964771
63,1.8900146484375,77.0,77.0,23.0,38.0,568.0,560.0,607.6283255206266,243.76755700882848,628.6118097239868,409.8975394773449,20.99311016824379,166.1205376498746,0.12570640205792646
